customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback
CUST-000000,Female,1,Yes,Yes,1,No,No phone service,DSL,Month-to-month,Yes,Digital wallet,74.00,47.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000829,Male,0,Yes,No,44,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,3522.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000830,Female,0,No,Yes,51,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1101.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000831,Male,0,Yes,Yes,58,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2733.50,No,The service works well but the price feels high; no major issues this month
CUST-000832,Female,1,Yes,No,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,5200.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000833,Male,1,No,No,72,Yes,Yes,No,Two year,No,Digital wallet,39.25,1550.50,No,The connection is stable and billing is clear; new payment option is convenient
CUST-000834,Female,0,Yes,No,7,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,334.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000835,Male,0,Yes,Yes,14,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,1127.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000836,Female,0,No,Yes,21,No,No phone service,No,Two year,Yes,Electronic check,30.00,451.50,No,The service works well but the price feels high; no major issues this month
CUST-000837,Male,0,Yes,No,28,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1318.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000838,Female,0,Yes,No,35,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,2805.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000839,Male,0,No,No,42,Yes,No,No,Two year,No,Credit card (automatic),30.75,910.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000840,Female,1,Yes,Yes,49,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2303.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000841,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,4482.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000842,Female,0,No,No,63,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1359.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000843,Male,0,Yes,No,70,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,3297.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000844,Female,0,Yes,No,5,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,400.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000845,Male,0,No,Yes,12,Yes,Yes,No,Two year,No,Mailed check,39.25,260.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000846,Female,0,Yes,Yes,19,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,898.00,No,The service works well but the price feels high; no major issues this month
CUST-000847,Male,0,Yes,No,26,No,No phone service,Fiber optic,One year,No,Credit card (automatic),109.25,2087.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000848,Female,1,No,No,33,Yes,Yes,No,Two year,Yes,Electronic check,37.00,709.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000849,Male,1,Yes,No,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000850,Female,0,Yes,Yes,47,Yes,No,Fiber optic,One year,Yes,Digital wallet,110.00,3765.00,No,Support was responsive and the package feels fair; new payment option is convenient
CUST-000851,Male,0,No,Yes,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,The service works well but the price feels high; no major issues this month
CUST-000852,Female,0,Yes,No,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000853,Male,0,Yes,No,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000854,Female,0,No,No,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000855,Male,0,Yes,Yes,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000856,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,1360.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000857,Male,1,No,No,24,Yes,Yes,No,Two year,No,Mailed check,39.25,518.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000858,Female,0,Yes,No,31,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),74.00,1462.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000859,Male,0,Yes,No,38,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,3047.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000860,Female,0,No,Yes,45,Yes,Yes,No,Two year,Yes,Electronic check,37.00,967.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000861,Male,0,Yes,Yes,52,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,2446.50,No,The service works well but the price feels high; no major issues this month
CUST-000862,Female,0,Yes,No,59,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,4725.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000863,Male,0,No,No,66,Yes,No,No,Two year,No,Credit card (automatic),30.75,1426.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000864,Female,1,Yes,No,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000865,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,642.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000866,Female,0,No,Yes,15,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,327.50,No,The service works well but the price feels high; no major issues this month
CUST-000867,Male,0,Yes,No,22,Yes,No,DSL,Month-to-month,Yes,Digital wallet,74.75,1041.50,No,Setup was easy and the app is straightforward; new payment option is convenient
CUST-000868,Female,0,Yes,No,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000869,Male,0,No,No,36,No,No phone service,No,Two year,No,Mailed check,32.25,776.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000870,Female,0,Yes,Yes,43,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2026.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000871,Male,0,Yes,Yes,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4007.50,No,The service works well but the price feels high; no major issues this month
CUST-000872,Female,1,No,No,57,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1225.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000873,Male,1,Yes,No,64,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,3010.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000874,Female,0,Yes,No,71,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,5685.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000875,Male,0,No,Yes,6,Yes,No,No,Two year,No,Credit card (automatic),30.75,136.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000876,Female,0,Yes,Yes,13,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,611.00,No,The service works well but the price feels high; no major issues this month
CUST-000877,Male,0,Yes,No,20,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,1602.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000878,Female,0,No,No,27,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,585.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000879,Male,0,Yes,No,34,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1605.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000880,Female,1,Yes,Yes,41,No,No phone service,Fiber optic,One year,Yes,Electronic check,111.50,3280.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000881,Male,1,No,Yes,48,Yes,Yes,No,Two year,No,Mailed check,39.25,1034.50,No,The service works well but the price feels high; no major issues this month
CUST-000882,Female,0,Yes,No,55,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2590.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000883,Male,0,Yes,No,62,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4967.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000884,Female,0,No,No,69,Yes,Yes,No,Two year,Yes,Digital wallet,37.00,1483.50,No,I would keep the plan if the monthly fee was lower; new payment option is convenient
CUST-000885,Male,0,Yes,Yes,4,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,190.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000886,Female,0,Yes,Yes,11,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,885.00,No,The service works well but the price feels high; no major issues this month
CUST-000887,Male,0,No,No,18,Yes,No,No,Two year,No,Credit card (automatic),30.75,394.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000888,Female,1,Yes,No,25,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1175.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000889,Male,1,Yes,No,32,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,2562.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000890,Female,0,No,Yes,39,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,843.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000891,Male,0,Yes,Yes,46,No,No phone service,DSL,Month-to-month,Yes,Credit card (automatic),76.25,2169.50,No,The service works well but the price feels high; no major issues this month
CUST-000892,Female,0,Yes,No,53,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,4240.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000893,Male,0,No,No,60,Yes,Yes,No,Two year,No,Mailed check,39.25,1292.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000894,Female,0,Yes,No,67,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,3154.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000895,Male,0,Yes,Yes,2,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,167.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000896,Female,1,No,Yes,9,Yes,Yes,No,Two year,Yes,Electronic check,37.00,193.50,No,The service works well but the price feels high; no major issues this month
CUST-000897,Male,1,Yes,No,16,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,754.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000898,Female,0,Yes,No,23,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,1845.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000899,Male,0,No,No,30,Yes,No,No,Two year,No,Credit card (automatic),30.75,652.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000900,Female,0,Yes,Yes,37,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1739.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000901,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,One year,No,Digital wallet,116.25,3522.50,No,The service works well but the price feels high; new payment option is convenient
CUST-000902,Female,0,No,No,51,No,No phone service,No,Two year,Yes,Bank transfer (automatic),30.00,1101.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000903,Male,0,Yes,No,58,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2733.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000904,Female,1,Yes,No,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,5200.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000905,Male,1,No,Yes,72,Yes,Yes,No,Two year,No,Mailed check,39.25,1550.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000906,Female,0,Yes,Yes,7,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,334.00,No,The service works well but the price feels high; no major issues this month
CUST-000907,Male,0,Yes,No,14,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,1127.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000908,Female,0,No,No,21,Yes,Yes,No,Two year,Yes,Electronic check,37.00,451.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000909,Male,0,Yes,No,28,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1318.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000910,Female,0,Yes,Yes,35,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,2805.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000911,Male,0,No,Yes,42,Yes,No,No,Two year,No,Credit card (automatic),30.75,910.50,No,The service works well but the price feels high; no major issues this month
CUST-000912,Female,1,Yes,No,49,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2303.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000913,Male,1,Yes,No,56,No,No phone service,Fiber optic,One year,No,Mailed check,109.25,4482.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000914,Female,0,No,No,63,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1359.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000915,Male,0,Yes,Yes,70,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,3297.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000916,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,400.00,No,The service works well but the price feels high; no major issues this month
CUST-000917,Male,0,No,No,12,Yes,Yes,No,Two year,No,Mailed check,39.25,260.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000918,Female,0,Yes,No,19,Yes,No,DSL,Month-to-month,Yes,Digital wallet,72.50,898.00,No,The connection is stable and billing is clear; new payment option is convenient
CUST-000919,Male,0,Yes,No,26,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,2087.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000920,Female,1,No,Yes,33,Yes,Yes,No,Two year,Yes,Electronic check,37.00,709.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000921,Male,1,Yes,Yes,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000922,Female,0,Yes,No,47,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,3765.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000923,Male,0,No,No,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000924,Female,0,Yes,No,61,No,No phone service,DSL,Month-to-month,Yes,Electronic check,74.00,2867.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000925,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000926,Female,0,No,Yes,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,The service works well but the price feels high; no major issues this month
CUST-000927,Male,0,Yes,No,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000928,Female,1,Yes,No,17,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,1360.00,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000929,Male,1,No,No,24,Yes,Yes,No,Two year,No,Mailed check,39.25,518.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000930,Female,0,Yes,Yes,31,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,1462.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000931,Male,0,Yes,Yes,38,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,3047.50,No,The service works well but the price feels high; no major issues this month
CUST-000932,Female,0,No,No,45,Yes,Yes,No,Two year,Yes,Electronic check,37.00,967.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000933,Male,0,Yes,No,52,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,2446.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000934,Female,0,Yes,No,59,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,4725.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000935,Male,0,No,Yes,66,No,No phone service,No,Two year,No,Digital wallet,32.25,1426.50,No,Support was responsive and the package feels fair; new payment option is convenient
CUST-000936,Female,1,Yes,Yes,1,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,47.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000937,Male,1,Yes,No,8,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,642.50,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000938,Female,0,No,No,15,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,327.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000939,Male,0,Yes,No,22,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1041.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000940,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,2320.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000941,Male,0,No,Yes,36,Yes,Yes,No,Two year,No,Mailed check,39.25,776.50,No,The service works well but the price feels high; no major issues this month
CUST-000942,Female,0,Yes,No,43,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2026.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000943,Male,0,Yes,No,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4007.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000944,Female,1,No,No,57,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1225.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000945,Male,1,Yes,Yes,64,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,3010.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000946,Female,0,Yes,Yes,71,No,No phone service,Fiber optic,One year,Yes,Bank transfer (automatic),111.50,5685.00,No,The service works well but the price feels high; no major issues this month
CUST-000947,Male,0,No,No,6,Yes,No,No,Two year,No,Credit card (automatic),30.75,136.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000948,Female,0,Yes,No,13,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,611.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000949,Male,0,Yes,No,20,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,1602.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000950,Female,0,No,Yes,27,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,585.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000951,Male,0,Yes,Yes,34,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,1605.50,No,The service works well but the price feels high; no major issues this month
CUST-000952,Female,1,Yes,No,41,Yes,Yes,Fiber optic,One year,Yes,Digital wallet,118.50,3280.00,Yes,Setup was easy and the app is straightforward; likely to cancel without a better offer
CUST-000953,Male,1,No,No,48,Yes,Yes,No,Two year,No,Mailed check,39.25,1034.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000954,Female,0,Yes,No,55,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,2590.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000955,Male,0,Yes,Yes,62,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,4967.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000956,Female,0,No,Yes,69,Yes,Yes,No,Two year,Yes,Electronic check,37.00,1483.50,No,The service works well but the price feels high; no major issues this month
CUST-000957,Male,0,Yes,No,4,No,No phone service,DSL,Month-to-month,Yes,Mailed check,76.25,190.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000958,Female,0,Yes,No,11,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,885.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000959,Male,0,No,No,18,Yes,No,No,Two year,No,Credit card (automatic),30.75,394.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000960,Female,1,Yes,Yes,25,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1175.00,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000961,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,2562.50,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000962,Female,0,No,No,39,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,843.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000963,Male,0,Yes,No,46,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2169.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000964,Female,0,Yes,No,53,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,4240.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000965,Male,0,No,Yes,60,Yes,Yes,No,Two year,No,Mailed check,39.25,1292.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000966,Female,0,Yes,Yes,67,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,3154.00,No,The service works well but the price feels high; no major issues this month
CUST-000967,Male,0,Yes,No,2,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,167.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000968,Female,1,No,No,9,No,No phone service,No,Two year,Yes,Electronic check,30.00,193.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000969,Male,1,Yes,No,16,Yes,Yes,DSL,Month-to-month,Yes,Digital wallet,83.25,754.50,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000970,Female,0,Yes,Yes,23,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,1845.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000971,Male,0,No,Yes,30,Yes,No,No,Two year,No,Credit card (automatic),30.75,652.50,No,The service works well but the price feels high; no major issues this month
CUST-000972,Female,0,Yes,No,37,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,1739.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000973,Male,0,Yes,No,44,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,3522.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000974,Female,0,No,No,51,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,1101.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000975,Male,0,Yes,Yes,58,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,2733.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000976,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,5200.00,Yes,The service works well but the price feels high; likely to cancel without a better offer
CUST-000977,Male,1,No,No,72,Yes,Yes,No,Two year,No,Mailed check,39.25,1550.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000978,Female,0,Yes,No,7,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),72.50,334.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000979,Male,0,Yes,No,14,No,No phone service,Fiber optic,One year,No,Credit card (automatic),109.25,1127.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000980,Female,0,No,Yes,21,Yes,Yes,No,Two year,Yes,Electronic check,37.00,451.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000981,Male,0,Yes,Yes,28,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1318.50,No,The service works well but the price feels high; no major issues this month
CUST-000982,Female,0,Yes,No,35,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,2805.00,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000983,Male,0,No,No,42,Yes,No,No,Two year,No,Credit card (automatic),30.75,910.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000984,Female,1,Yes,No,49,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2303.00,Yes,I would keep the plan if the monthly fee was lower; likely to cancel without a better offer
CUST-000985,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,4482.50,Yes,Support was responsive and the package feels fair; likely to cancel without a better offer
CUST-000986,Female,0,No,Yes,63,Yes,No,No,Two year,Yes,Digital wallet,28.50,1359.50,No,The service works well but the price feels high; new payment option is convenient
CUST-000987,Male,0,Yes,No,70,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,3297.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000988,Female,0,Yes,No,5,Yes,Yes,Fiber optic,One year,Yes,Electronic check,118.50,400.00,No,The connection is stable and billing is clear; no major issues this month
CUST-000989,Male,0,No,No,12,Yes,Yes,No,Two year,No,Mailed check,39.25,260.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000990,Female,0,Yes,Yes,19,No,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),74.00,898.00,No,Support was responsive and the package feels fair; no major issues this month
CUST-000991,Male,0,Yes,Yes,26,Yes,No,Fiber optic,One year,No,Credit card (automatic),107.75,2087.50,No,The service works well but the price feels high; no major issues this month
CUST-000992,Female,1,No,No,33,Yes,Yes,No,Two year,Yes,Electronic check,37.00,709.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000993,Male,1,Yes,No,40,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,83.25,1882.50,Yes,The connection is stable and billing is clear; likely to cancel without a better offer
CUST-000994,Female,0,Yes,No,47,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),110.00,3765.00,No,I would keep the plan if the monthly fee was lower; no major issues this month
CUST-000995,Male,0,No,Yes,54,Yes,No,No,Two year,No,Credit card (automatic),30.75,1168.50,No,Support was responsive and the package feels fair; no major issues this month
CUST-000996,Female,0,Yes,Yes,61,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,81.00,2867.00,No,The service works well but the price feels high; no major issues this month
CUST-000997,Male,0,Yes,No,68,Yes,Yes,Fiber optic,One year,No,Mailed check,116.25,5442.50,No,Setup was easy and the app is straightforward; no major issues this month
CUST-000998,Female,0,No,No,3,Yes,No,No,Two year,Yes,Bank transfer (automatic),28.50,69.50,No,The connection is stable and billing is clear; no major issues this month
CUST-000999,Male,0,Yes,No,10,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),74.75,477.50,No,I would keep the plan if the monthly fee was lower; no major issues this month
