customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineBackup,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-000670,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000671,Male,0,No,Yes,18,No,No phone service,No,No internet service,Two year,No,Credit card (automatic),24.25,394.50,No
CUST-000672,Female,1,Yes,No,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000673,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000674,Female,0,No,No,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000675,Male,0,Yes,Yes,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000676,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000677,Male,0,No,No,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000678,Female,0,Yes,No,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000679,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000680,Female,1,No,Yes,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000681,Male,1,Yes,Yes,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000682,Female,0,Yes,No,23,No,No phone service,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),86.50,1845.00,No
CUST-000683,Male,0,No,No,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000684,Female,0,Yes,No,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000685,Male,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000686,Female,0,No,Yes,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000687,Male,0,Yes,No,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000688,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000689,Male,1,No,No,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000690,Female,0,Yes,Yes,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000691,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000692,Female,0,No,No,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000693,Male,0,Yes,No,28,No,No phone service,DSL,No,Month-to-month,Yes,Mailed check,58.25,1318.50,No
CUST-000694,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000695,Male,0,No,Yes,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000696,Female,1,Yes,Yes,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000697,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000698,Female,0,No,No,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000699,Male,0,Yes,No,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000700,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000701,Male,0,No,Yes,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000702,Female,0,Yes,No,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000703,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000704,Female,1,No,No,33,No,No phone service,No,No internet service,Two year,Yes,Electronic check,22.00,709.50,No
CUST-000705,Male,1,Yes,Yes,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000706,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000707,Male,0,No,No,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000708,Female,0,Yes,No,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000709,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000710,Female,0,No,Yes,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000711,Male,0,Yes,Yes,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000712,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000713,Male,1,No,No,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000714,Female,0,Yes,No,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000715,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,Yes,One year,No,Credit card (automatic),84.25,3047.50,No
CUST-000716,Female,0,No,Yes,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000717,Male,0,Yes,No,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000718,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000719,Male,0,No,No,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000720,Female,1,Yes,Yes,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000721,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000722,Female,0,No,No,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000723,Male,0,Yes,No,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000724,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000725,Male,0,No,Yes,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000726,Female,0,Yes,Yes,43,No,No phone service,DSL,No,Month-to-month,Yes,Bank transfer (automatic),56.00,2026.00,No
CUST-000727,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000728,Female,1,No,No,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000729,Male,1,Yes,No,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000730,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000731,Male,0,No,Yes,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000732,Female,0,Yes,No,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000733,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000734,Female,0,No,No,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000735,Male,0,Yes,Yes,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000736,Female,1,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000737,Male,1,No,No,48,No,No phone service,No,No internet service,Two year,No,Mailed check,24.25,1034.50,No
CUST-000738,Female,0,Yes,No,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000739,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000740,Female,0,No,Yes,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000741,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000742,Female,0,Yes,No,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000743,Male,0,No,No,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000744,Female,1,Yes,No,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000745,Male,1,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000746,Female,0,No,Yes,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000747,Male,0,Yes,No,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000748,Female,0,Yes,No,53,No,No phone service,Fiber optic,Yes,One year,Yes,Electronic check,86.50,4240.00,No
CUST-000749,Male,0,No,No,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000750,Female,0,Yes,Yes,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000751,Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000752,Female,1,No,No,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000753,Male,1,Yes,No,16,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,754.50,Yes
CUST-000754,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000755,Male,0,No,Yes,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000756,Female,0,Yes,Yes,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000757,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000758,Female,0,No,No,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000759,Male,0,Yes,No,58,No,No phone service,DSL,No,Month-to-month,Yes,Credit card (automatic),58.25,2733.50,No
CUST-000760,Female,1,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000761,Male,1,No,Yes,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000762,Female,0,Yes,No,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000763,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000764,Female,0,No,No,21,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,451.50,No
CUST-000765,Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000766,Female,0,Yes,Yes,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000767,Male,0,No,No,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000768,Female,1,Yes,No,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000769,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000770,Female,0,No,Yes,63,No,No phone service,No,No internet service,Two year,Yes,Bank transfer (automatic),22.00,1359.50,No
CUST-000771,Male,0,Yes,Yes,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000772,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000773,Male,0,No,No,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000774,Female,0,Yes,No,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000775,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,2087.50,No
CUST-000776,Female,1,No,Yes,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000777,Male,1,Yes,No,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000778,Female,0,Yes,No,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000779,Male,0,No,No,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000780,Female,0,Yes,Yes,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000781,Male,0,Yes,Yes,68,No,No phone service,Fiber optic,Yes,One year,No,Mailed check,84.25,5442.50,No
CUST-000782,Female,0,No,No,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000783,Male,0,Yes,No,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000784,Female,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000785,Male,1,No,Yes,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000786,Female,0,Yes,Yes,31,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,1462.00,No
CUST-000787,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000788,Female,0,No,No,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000789,Male,0,Yes,No,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000790,Female,0,Yes,Yes,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000791,Male,0,No,Yes,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000792,Female,1,Yes,No,1,No,No phone service,DSL,No,Month-to-month,Yes,Electronic check,56.00,47.00,Yes
CUST-000793,Male,1,Yes,No,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000794,Female,0,No,No,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000795,Male,0,Yes,Yes,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000796,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000797,Male,0,No,No,36,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,776.50,No
CUST-000798,Female,0,Yes,No,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000799,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000800,Female,1,No,Yes,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000801,Male,1,Yes,Yes,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000802,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000803,Male,0,No,No,6,No,No phone service,No,No internet service,Two year,No,Credit card (automatic),24.25,136.50,No
CUST-000804,Female,0,Yes,No,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000805,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000806,Female,0,No,Yes,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000807,Male,0,Yes,No,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000808,Female,1,Yes,No,41,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,3280.00,No
CUST-000809,Male,1,No,No,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000810,Female,0,Yes,Yes,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000811,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000812,Female,0,No,No,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000813,Male,0,Yes,No,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000814,Female,0,Yes,No,11,No,No phone service,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),86.50,885.00,No
CUST-000815,Male,0,No,Yes,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000816,Female,1,Yes,Yes,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000817,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000818,Female,0,No,No,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000819,Male,0,Yes,No,46,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2169.50,No
CUST-000820,Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000821,Male,0,No,Yes,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
CUST-000822,Female,0,Yes,No,67,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,3154.00,No
CUST-000823,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,167.50,No
CUST-000824,Female,1,No,No,9,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,193.50,No
CUST-000825,Male,1,Yes,Yes,16,No,No phone service,DSL,No,Month-to-month,Yes,Mailed check,58.25,754.50,Yes
CUST-000826,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,1845.00,No
CUST-000827,Male,0,No,No,30,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,652.50,No
CUST-000828,Female,0,Yes,No,37,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1739.00,No
CUST-000829,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,3522.50,No
CUST-000830,Female,0,No,Yes,51,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1101.50,No
CUST-000831,Male,0,Yes,Yes,58,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,2733.50,No
CUST-000832,Female,1,Yes,No,65,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,5200.00,No
CUST-000833,Male,1,No,No,72,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1550.50,No
CUST-000834,Female,0,Yes,No,7,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,334.00,No
CUST-000835,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,1127.50,No
CUST-000836,Female,0,No,Yes,21,No,No phone service,No,No internet service,Two year,Yes,Electronic check,22.00,451.50,No
CUST-000837,Male,0,Yes,No,28,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1318.50,No
CUST-000838,Female,0,Yes,No,35,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,2805.00,No
CUST-000839,Male,0,No,No,42,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,910.50,No
CUST-000840,Female,1,Yes,Yes,49,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2303.00,Yes
CUST-000841,Male,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,4482.50,No
CUST-000842,Female,0,No,No,63,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,1359.50,No
CUST-000843,Male,0,Yes,No,70,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,3297.50,No
CUST-000844,Female,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,400.00,No
CUST-000845,Male,0,No,Yes,12,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,260.50,No
CUST-000846,Female,0,Yes,Yes,19,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,898.00,No
CUST-000847,Male,0,Yes,No,26,No,No phone service,Fiber optic,Yes,One year,No,Credit card (automatic),84.25,2087.50,No
CUST-000848,Female,1,No,No,33,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,709.50,No
CUST-000849,Male,1,Yes,No,40,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,1882.50,Yes
CUST-000850,Female,0,Yes,Yes,47,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,3765.00,No
CUST-000851,Male,0,No,Yes,54,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1168.50,No
CUST-000852,Female,0,Yes,No,61,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,2867.00,No
CUST-000853,Male,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,5442.50,No
CUST-000854,Female,0,No,No,3,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,69.50,No
CUST-000855,Male,0,Yes,Yes,10,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,477.50,No
CUST-000856,Female,1,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,1360.00,No
CUST-000857,Male,1,No,No,24,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,518.50,No
CUST-000858,Female,0,Yes,No,31,No,No phone service,DSL,No,Month-to-month,Yes,Bank transfer (automatic),56.00,1462.00,No
CUST-000859,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,3047.50,No
CUST-000860,Female,0,No,Yes,45,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,967.50,No
CUST-000861,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,2446.50,No
CUST-000862,Female,0,Yes,No,59,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,4725.00,No
CUST-000863,Male,0,No,No,66,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,1426.50,No
CUST-000864,Female,1,Yes,No,1,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,47.00,Yes
CUST-000865,Male,1,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,642.50,No
CUST-000866,Female,0,No,Yes,15,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,327.50,No
CUST-000867,Male,0,Yes,No,22,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1041.50,No
CUST-000868,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,2320.00,No
CUST-000869,Male,0,No,No,36,No,No phone service,No,No internet service,Two year,No,Mailed check,24.25,776.50,No
CUST-000870,Female,0,Yes,Yes,43,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2026.00,No
CUST-000871,Male,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4007.50,No
CUST-000872,Female,1,No,No,57,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1225.50,No
CUST-000873,Male,1,Yes,No,64,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,3010.50,Yes
CUST-000874,Female,0,Yes,No,71,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,5685.00,No
CUST-000875,Male,0,No,Yes,6,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,136.50,No
CUST-000876,Female,0,Yes,Yes,13,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,611.00,No
CUST-000877,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,1602.50,No
CUST-000878,Female,0,No,No,27,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,585.50,No
CUST-000879,Male,0,Yes,No,34,Yes,No,DSL,No,Month-to-month,Yes,Credit card (automatic),56.75,1605.50,No
CUST-000880,Female,1,Yes,Yes,41,No,No phone service,Fiber optic,Yes,One year,Yes,Electronic check,86.50,3280.00,No
CUST-000881,Male,1,No,Yes,48,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1034.50,No
CUST-000882,Female,0,Yes,No,55,Yes,No,DSL,No,Month-to-month,Yes,Bank transfer (automatic),54.50,2590.00,No
CUST-000883,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,One year,No,Credit card (automatic),82.75,4967.50,No
CUST-000884,Female,0,No,No,69,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,29.00,1483.50,No
CUST-000885,Male,0,Yes,Yes,4,Yes,Yes,DSL,No,Month-to-month,Yes,Mailed check,65.25,190.50,No
CUST-000886,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),85.00,885.00,No
CUST-000887,Male,0,No,No,18,Yes,No,No,No internet service,Two year,No,Credit card (automatic),22.75,394.50,No
CUST-000888,Female,1,Yes,No,25,Yes,Yes,DSL,No,Month-to-month,Yes,Electronic check,63.00,1175.00,Yes
CUST-000889,Male,1,Yes,No,32,Yes,Yes,Fiber optic,Yes,One year,No,Mailed check,91.25,2562.50,No
CUST-000890,Female,0,No,Yes,39,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),20.50,843.50,No
CUST-000891,Male,0,Yes,Yes,46,No,No phone service,DSL,No,Month-to-month,Yes,Credit card (automatic),58.25,2169.50,No
CUST-000892,Female,0,Yes,No,53,Yes,Yes,Fiber optic,Yes,One year,Yes,Electronic check,93.50,4240.00,No
CUST-000893,Male,0,No,No,60,Yes,Yes,No,No internet service,Two year,No,Mailed check,31.25,1292.50,No
